Id_codedep_codecommune;Code_departement;Code_commune;Code_postal;Nom_commune;Population;Id_region
01_103;01;103;1170;CHEVRY;798;R84
06_004;06;004;6160;ANTIBES;257;R84
06_088;06;088;6000;NICE;14514;R84
06_123;06;123;6700;SAINT LAURENT DU VAR;1776;R84
13_005;13;005;13400;AUBAGNE;118;R84
13_028;13;028;13600;LA CIOTAT;2915;R84
13_208;13;208;13008;MARSEILLE 8EME;777;R84
13_212;13;212;13012;MARSEILLE 12EME;335;R84
14_338;14;338;14510;HOULGATE;1122;R84
14_366;14;366;14100;LISIEUX;379;R84
17_300;17;300;17000;LA ROCHELLE;333;R84
25_056;25;056;25000;BESANCON;147;R84
29_232;29;232;29000;QUIMPER;3442;R84
29_260;29;260;29290;SAINT RENAN;667;R84
31_555;31;555;31500;TOULOUSE;469;R84
33_063;33;063;33800;BORDEAUX;473;R84
33_097;33;097;33121;CARCANS;1485;R84
33_449;33;449;33160;SAINT MEDARD EN JALLES;1267;R84
34_145;34;145;34400;LUNEL;76;R84
34_150;34;150;34340;MARSEILLAN;3316;R84
34_199;34;199;34120;PEZENAS;4171;R84
37_156;37;156;37270;MONTLOUIS-SUR-LOIRE;1041;R84
37_261;37;261;37000;TOURS;2615;R84
38_185;38;185;38000;GRENOBLE;634;R84
40_266;40;266;40170;ST-JULIEN-EN-BORN;693;R84
40_328;40;328;40480;VIEUX BOUCAU-LES-BAINS;844;R84
44_143;44;143;44400;REZE;3886;R84
44_184;44;184;44600;SAINT-NAZAIRE;3405;R84
51_230;51;230;51200;EPERNAY;16728;R84
54_395;54;395;54000;NANCY;9582;R84
56_161;56;161;56400;PLOEMEL;318;R84
58_194;58;194;58000;NEVERS;1345;R84
59_512;59;512;59100;ROUBAIX;312;R84
60_057;60;057;60000;BEAUVAIS;775;R84
60_155;60;155;60660;CIRES LES MELLO;451;R84
60_159;60;159;60200;COMPIEGNE;496;R84
60_524;60;524;60290;RANTIGNY;769;R84
69_149;69;149;69600;OULLINS;305;R84
69_384;69;384;69004;LYON 4EME;4867;R84
74_119;74;119;74500;EVIAN-LES-BAINS;648;R84
74_236;74;236;74170;SAINT GERVAIS LES BAINS;287;R84
74_238;74;238;74430;SAINT-JEAN-D'AULPS;903;R84
74_278;74;278;74300;THYEZ;1214;R84
75_105;75;105;75005;PARIS 05;3356;R84
75_110;75;110;75010;PARIS 10;369;R84
75_111;75;111;75011;PARIS 11;92;R84
75_112;75;112;75012;PARIS 12;1489;R84
75_115;75;115;75015;PARIS 15;849;R84
75_118;75;118;75018;PARIS 18;514;R84
76_217;76;217;76200;DIEPPE;540;R84
76_451;76;451;76130;MONT-SAINT-AIGNAN;1090;R84
76_655;76;655;76460;SAINT-VALERY-EN-CAUX;1876;R84
77_118;77;118;77410;CLAYE-SOUILLY;90;R84
78_350;78;350;78430;LOUVECIENNES;268;R84
78_423;78;423;78180;MONTIGNY LE BRETONNEUX;790;R84
78_545;78;545;78210;SAINT-CYR-L ECOLE;1542;R84
78_551;78;551;78100;SAINT-GERMAIN-EN-LAYE;3256;R84
78_586;78;586;78500;SARTROUVILLE;1025;R84
78_640;78;640;78140;VELIZY VILLACOUBLAY;2624;R84
83_062;83;062;83130;LA GARDE;1413;R84
83_069;83;069;83400;HYERES;128;R84
83_112;83;112;83270;SAINT-CYR-SUR-MER;199;R84
83_123;83;123;83110;SANARY SUR MER;1590;R84
84_007;84;007;84000;AVIGNON;842;R84
85_047;85;047;85300;CHALLANS;657;R84
86_062;86;062;86360;CHASSENEUIL-DU-POITOU;756;R84
86_194;86;194;86000;POITIERS;642;R84
87_075;87;075;87170;ISLE;944;R84
87_085;87;085;87100;LIMOGES;913;R84
91_249;91;249;91470;FORGES-LES-BAINS;405;R84
91_689;91;689;91320;WISSOUS;292;R84
92_025;92;025;92700;COLOMBES;930;R84
92_026;92;026;92400;COURBEVOIE;2303;R84
92_036;92;036;92230;GENNEVILLIERS;362;R84
92_044;92;044;92300;LEVALLOIS-PERRET;1662;R84
93_032;93;032;93220;GAGNY;5134;R84
93_051;93;051;93160;NOISY-LE-GRAND;773;R84
93_057;93;057;93320;LES PAVILLONS-SOUS-BOIS;865;R84
93_071;93;071;93270;SEVRAN;1064;R84
94_044;94;044;94450;LIMEIL-BREVANNES;1195;R84
94_060;94;060;94510;LA QUEUE-EN-BRIE;1623;R84
94_080;94;080;94300;VINCENNES;159;R84
95_252;95;252;95130;FRANCONVILLE LA GARENNE;976;R84
95_388;95;388;95180;MENUCOURT;2196;R84
95_607;95;607;95150;TAVERNY;471;R84
01_262;01;262;1120;MONTLUEL;1882;R84
02_408;02;408;2000;LAON;186;R84
03_190;03;190;3000;MOULINS;137;R84
04_073;04;073;4400;ENCHASTRAYES;1200;R84
04_166;04;166;4500;RIEZ;2272;R84
04_209;04;209;4200;SISTERON;158;R84
06_027;06;027;6800;CAGNES SUR MER;462;R84
06_159;06;159;6230;VILLEFRANCHE-SUR-MER;510;R84
10_323;10;323;10100;ROMILLY SUR SEINE;153;R84
13_119;13;119;13470;CARNOUX-EN-PROVENCE;1310;R84
13_201;13;201;13001;MARSEILLE 1ER;117;R84
13_204;13;204;13004;MARSEILLE 4EME;1197;R84
13_206;13;206;13006;MARSEILLE 6EME;697;R84
13_209;13;209;13009;MARSEILLE 9EME;625;R84
14_118;14;118;14000;CAEN;516;R84
14_333;14;333;14600;HONFLEUR;306;R84
14_715;14;715;14360;TROUVILLE-SUR-MER;297;R84
14_754;14;754;14640;VILLERS-SUR-MER;2407;R84
17_414;17;414;17138;SAINT-XANDRE;1803;R84
22_113;22;113;22300;LANNION;2235;R84
22_168;22;168;22700;PERROS-GUIREC;913;R84
22_278;22;278;22000;SAINT-BRIEUC;3068;R84
24_322;24;322;24000;PERIGUEUX;449;R84
25_527;25;527;25410;SAINT VIT;786;R84
28_085;28;085;28000;CHARTRES;468;R84
30_003;30;003;30220;AIGUES-MORTES;4834;R84
30_007;30;007;30100;ALES;10190;R84
30_133;30;133;30240;LE GRAU DU ROI;1201;R84
30_189;30;189;30900;NIMES;439;R84
32_013;32;013;32000;AUCH;495;R84
33_005;33;005;33510;ANDERNOS-LES-BAINS;1925;R84
33_075;33;075;33520;BRUGES;219;R84
33_550;33;550;33140;VILLENAVE D ORNON;1173;R84
34_023;34;023;34540;BALARUC LES BAINS;768;R84
38_169;38;169;38600;FONTAINE;827;R84
38_253;38;253;38860;LES DEUX ALPES;1065;R84
40_046;40;046;40600;BISCARROSSE;3436;R84
40_088;40;088;40100;DAX;10189;R84
40_304;40;304;40150;SOORTS-HOSSEGOR;68;R84
42_256;42;256;42680;SAINT-MARCELLIN-EN-FOREZ;2073;R84
44_109;44;109;44100;NANTES;1627;R84
44_190;44;190;44230;ST SEBASTIEN SUR LOIRE;2484;R84
44_204;44;204;44470;THOUARE-SUR-LOIRE;658;R84
45_234;45;234;45000;ORLEANS;663;R84
45_286;45;286;45650;SAINT-JEAN-LE-BLANC;1081;R84
50_002;50;002;50180;AGNEAUX;886;R84
51_454;51;454;51100;REIMS;13391;R84
56_062;56;062;56680;GAVRES;807;R84
59_368;59;368;59110;LA MADELEINE;189;R84
59_378;59;378;59700;MARCQ EN BAROEUL;1933;R84
59_491;59;491;59590;RAISMES;860;R84
60_382;60;382;60280;MARGNY LES COMPIEGNE;789;R84
60_395;60;395;60110;MERU;5020;R84
62_041;62;041;62000;ARRAS;683;R84
63_300;63;300;63200;RIOM;1141;R84
69_003;69;003;69250;ALBIGNY-SUR-SAONE;90;R84
69_204;69;204;69230;SAINT-GENIS-LAVAL;158;R84
69_264;69;264;69400;VILLEFRANCHE;2338;R84
69_389;69;389;69009;LYON 9EME;229;R84
70_550;70;550;70000;VESOUL;1837;R84
74_014;74;014;74300;ARACHES LA FRASSE;364;R84
74_249;74;249;74500;SAINT-PAUL-EN-CHABLAIS;271;R84
75_102;75;102;75002;PARIS 02;2183;R84
75_103;75;103;75003;PARIS 03;219;R84
75_104;75;104;75004;PARIS 04;7308;R84
75_106;75;106;75006;PARIS 06;750;R84
75_107;75;107;75007;PARIS 07;283;R84
75_114;75;114;75014;PARIS 14;1430;R84
75_117;75;117;75017;PARIS 17;164;R84
75_120;75;120;75020;PARIS 20;674;R84
76_351;76;351;76600;LE HAVRE;1259;R84
76_447;76;447;76290;MONTIVILLIERS;319;R84
77_005;77;005;77410;ANNET-SUR-MARNE;2323;R84
77_014;77;014;77210;AVON;133;R84
77_058;77;058;77600;BUSSY-SAINT-GEORGES;172;R84
77_059;77;059;77600;BUSSY-SAINT-MARTIN;1040;R84
77_192;77;192;77610;FONTENAY-TRESIGNY;1732;R84
77_259;77;259;77230;LONGPERRIER;2726;R84
77_288;77;288;77000;MELUN;634;R84
77_379;77;379;77160;PROVINS;1390;R84
78_005;78;005;78260;ACHERES;137;R84
78_372;78;372;78160;MARLY-LE-ROI;1288;R84
78_383;78;383;78310;MAUREPAS;964;R84
78_550;78;550;78640;SAINT-GERMAIN-DE-LA-GRANGE;2253;R84
78_621;78;621;78190;TRAPPES;326;R84
78_646;78;646;78000;VERSAILLES;2251;R84
82_096;82;096;82290;LA VILLE DIEU DU TEMPLE;10273;R84
83_009;83;009;83150;BANDOL;2226;R84
83_034;83;034;83320;CARQUEIRANNE;2167;R84
83_070;83;070;83980;LE LAVANDOU;659;R84
85_035;85;035;85470;BRETIGNOLLES-SUR-MER;361;R84
85_127;85;127;85560;LONGEVILLE-SUR-MER;1222;R84
85_194;85;194;85100;SABLES-D'OLONNE (LES);718;R84
85_262;85;262;85660;SAINT-PHILBERT-DE-BOUAINE;307;R84
88_372;88;372;88110;RAON L ETAPE;691;R84
90_010;90;010;90000;BELFORT;6969;R84
91_114;91;114;91800;BRUNOY;1036;R84
91_225;91;225;91450;ETIOLLES;3527;R84
91_326;91;326;91260;JUVISY SUR ORGE;2618;R84
91_377;91;377;91300;MASSY;1048;R84
91_425;91;425;91310;MONTLHERY;249;R84
91_570;91;570;91240;SAINT-MICHEL-SUR-ORGE;3589;R84
91_589;91;589;91600;SAVIGNY-SUR-ORGE;1520;R84
92_004;92;004;92600;ASNIERES-SUR-SEINE;1827;R84
92_009;92;009;92270;BOIS-COLOMBES;1651;R84
92_012;92;012;92100;BOULOGNE-BILLANCOURT;119;R84
92_014;92;014;92340;BOURG-LA-REINE;22935;R84
92_022;92;022;92370;CHAVILLE;707;R84
92_023;92;023;92140;CLAMART;1259;R84
92_048;92;048;92360;MEUDON;849;R84
92_050;92;050;92000;NANTERRE;152;R84
92_063;92;063;92500;RUEIL-MALMAISON;902;R84
92_075;92;075;92170;VANVES;882;R84
93_001;93;001;93300;AUBERVILLIERS;152;R84
93_006;93;006;93170;BAGNOLET;592;R84
93_010;93;010;93140;BONDY;2608;R84
93_048;93;048;93100;MONTREUIL;168;R84
94_016;94;016;94230;CACHAN;1735;R84
94_022;94;022;94600;CHOISY-LE-ROI;2977;R84
94_033;94;033;94120;FONTENAY-SOUS-BOIS;2256;R84
94_041;94;041;94200;IVRY-SUR-SEINE;1705;R84
94_042;94;042;94340;JOINVILLE-LE-PONT;857;R84
94_052;94;052;94130;NOGENT-SUR-MARNE;821;R84
94_068;94;068;94210;SAINT-MAUR-DES-FOSSES;85;R84
94_071;94;071;94370;SUCY-EN-BRIE;255;R84
94_076;94;076;94800;VILLEJUIF;44;R84
94_079;94;079;94350;VILLIERS-SUR-MARNE;8950;R84
95_203;95;203;95600;EAUBONNE;743;R84
95_218;95;218;95610;ERAGNY-SUR-OISE;475;R84
95_500;95;500;95300;PONTOISE;917;R84
95_572;95;572;95310;ST OUEN L AUMONE;5124;R84
14_079;14;079;14910;BLONVILLE-SUR-MER;1050;R84
74_256;74;256;74700;SALLANCHES;188;R84
80_021;80;021;80000;AMIENS;802;R84
82_112;82;112;82200;MOISSAC;3428;R84
91_223;91;223;91150;ETAMPES;667;R84
01_160;01;160;1210;FERNEY-VOLTAIRE;408;R84
01_288;01;288;1630;PERON;1196;R84
04_070;04;070;4000;DIGNE-LES-BAINS;1338;R84
06_029;06;029;6400;CANNES;1264;R84
06_032;06;032;6320;CAP-D AIL;1506;R84
06_079;06;079;6210;MANDELIEU-LA-NAPOULE;565;R84
06_083;06;083;6500;MENTON;1834;R84
10_325;10;325;10430;ROSIERES PRES TROYES;2098;R84
10_343;10;343;10800;SAINT JULIEN LES VILLAS;3003;R84
10_362;10;362;10300;SAINTE SAVINE;508;R84
11_170;11;170;11430;GRUISSAN;1597;R84
13_022;13;022;13260;CASSIS;14143;R84
13_101;13;101;13119;SAINT SAVOURNIN;509;R84
13_205;13;205;13005;MARSEILLE 5EME;432;R84
13_207;13;207;13007;MARSEILLE 7EME;249;R84
13_210;13;210;13010;MARSEILLE 10EME;1842;R84
14_220;14;220;14800;DEAUVILLE;763;R84
18_033;18;033;18000;BOURGES;1100;R84
19_031;19;031;19100;BRIVE LA GAILLARDE;750;R84
2A_362;2A;362;20144;ZONZA;967;R84
30_106;30;106;30170;DURFORT-ET-SAINT-MARTIN-DE-;1716;R84
31_203;31;203;31270;FROUZINS;1053;R84
33_039;33;039;33130;BEGLES;802;R84
33_514;33;514;33780;SOULAC-SUR-MER;771;R84
33_522;33;522;33400;TALENCE;645;R84
33_533;33;533;33210;TOULENNE;939;R84
34_003;34;003;34300;AGDE;281;R84
34_079;34;079;34800;CLERMONT L HERAULT;1583;R84
34_157;34;157;34140;MEZE;2221;R84
34_301;34;301;34200;SETE;1008;R84
35_210;35;210;35740;PACE;1193;R84
35_238;35;238;35000;RENNES;259;R84
38_191;38;191;38750;HUEZ;683;R84
38_421;38;421;38400;SAINT-MARTIN-D'HERES;549;R84
39_526;39;526;39500;TAVAUX;997;R84
40_281;40;281;40280;SAINT-PIERRE-DU-MONT;2158;R84
40_284;40;284;40230;ST-VINCENT-DE-TYROSSE;142;R84
40_312;40;312;40220;TARNOS;2238;R84
40_317;40;317;40230;TOSSE;1336;R84
42_005;42;005;42160;ANDREZIEUX-BOUTHEON;137;R84
42_187;42;187;42300;ROANNE;1309;R84
42_332;42;332;42300;VILLEREST;673;R84
43_157;43;157;43000;LE PUY EN VELAY;307;R84
44_035;44;035;44240;CHAPELLE-SUR-ERDRE (LA);279;R84
44_132;44;132;44380;PORNICHET;505;R84
44_198;44;198;44840;SORINIERES (LES);1025;R84
45_075;45;075;45380;LA CHAPELLE ST MESMIN;1114;R84
45_232;45;232;45160;OLIVET;6197;R84
45_284;45;284;45800;ST JEAN DE BRAYE;745;R84
49_007;49;007;49100;ANGERS;1391;R84
49_099;49;099;49300;CHOLET;1819;R84
50_147;50;147;50200;COUTANCES;295;R84
51_108;51;108;51000;CHALONS EN CHAMPAGNE;2597;R84
54_263;54;263;54310;HOMECOURT;127;R84
56_023;56;023;56400;BRECH;720;R84
60_342;60;342;60290;LAIGNEVILLE;631;R84
60_513;60;513;60460;PRECY SUR OISE;1257;R84
62_893;62;893;62930;WIMEREUX;325;R84
64_102;64;102;64100;BAYONNE;317;R84
69_089;69;089;69340;FRANCHEVILLE;482;R84
69_176;69;176;69510;SOUCIEU EN JARREST;2226;R84
69_381;69;381;69001;LYON 1ER;228;R84
69_383;69;383;69003;LYON 3EME;103;R84
72_181;72;181;72000;LE MANS;5073;R84
73_257;73;257;73440;LES BELLEVILLE;1213;R84
74_311;74;311;74250;VIUZ-EN-SALLAZ;1585;R84
75_113;75;113;75013;PARIS 13;1192;R84
75_116;75;116;75016;PARIS 16;327;R84
77_061;77;061;77130;CANNES-ECLUSE;366;R84
77_079;77;079;77430;CHAMPAGNE SUR SEINE;261;R84
77_284;77;284;77100;MEAUX;257;R84
77_285;77;285;77350;LE MEE SUR SEINE;106;R84
77_307;77;307;77144;MONTEVRAIN;289;R84
77_419;77;419;77670;SAINT-MAMMES;73;R84
77_450;77;450;77170;SERVON;1416;R84
77_487;77;487;77000;VAUX-LE-PENIL;59;R84
78_146;78;146;78400;CHATOU;176;R84
78_165;78;165;78340;CLAYES-SOUS-BOIS (LES);183;R84
78_358;78;358;78600;MAISONS-LAFFITTE;822;R84
78_382;78;382;78780;MAURECOURT;25;R84
78_481;78;481;78230;PECQ (LE);566;R84
80_228;80;228;80550;LE CROTOY;325;R84
82_121;82;121;82000;MONTAUBAN;397;R84
83_137;83;137;83200;TOULON;465;R84
84_031;84;031;84200;CARPENTRAS;90;R84
85_164;85;164;85690;NOTRE-DAME-DE-MONTS;180;R84
87_161;87;161;87400;ST-LEONARD-DE-NOBLAT;866;R84
88_160;88;160;88000;EPINAL;2742;R84
88_181;88;181;88230;FRAIZE;264;R84
91_086;91;086;91070;BONDOUFLE;253;R84
91_156;91;156;91630;CHEPTAINVILLE;141;R84
91_174;91;174;91100;CORBEIL ESSONNES;386;R84
92_002;92;002;92160;ANTONY;613;R84
92_024;92;024;92110;CLICHY;388;R32
92_032;92;032;92260;FONTENAY-AUX-ROSES;166;R32
92_040;92;040;92130;ISSY-LES-MOULINEAUX;342;R32
92_051;92;051;92200;NEUILLY-SUR-SEINE;1017;R32
92_060;92;060;92350;LE PLESSIS-ROBINSON;95;R32
92_062;92;062;92800;PUTEAUX;1169;R32
92_072;92;072;92310;SEVRES;96;R32
92_073;92;073;92150;SURESNES;1357;R32
93_045;93;045;93260;LES LILAS;5764;R32
93_072;93;072;93240;STAINS;226;R32
93_073;93;073;93290;TREMBLAY-EN-FRANCE;138;R32
94_002;94;002;94140;ALFORTVILLE;197;R32
94_004;94;004;94470;BOISSY-SAINT-LEGER;1355;R32
94_018;94;018;94220;CHARENTON-LE-PONT;103;R32
94_028;94;028;94000;CRETEIL;822;R32
94_037;94;037;94250;GENTILLY;111;R32
94_043;94;043;94270;LE KREMLIN-BICETRE;485;R32
94_074;94;074;94460;VALENTON;333;R32
94_078;94;078;94190;VILLENEUVE-SAINT-GEORGES;202;R32
95_039;95;039;95430;AUVERS-SUR-OISE;306;R32
95_199;95;199;95330;DOMONT;661;R32
95_219;95;219;95120;ERMONT;204;R32
95_306;95;306;95220;HERBLAY-SUR-SEINE;460;R32
95_527;95;527;95700;ROISSY-EN-FRANCE;197;R32
01_033;01;033;1200;VALSERHONE;1522;R32
01_258;01;258;1090;MONTCEAUX;18;R32
01_354;01;354;1630;ST-GENIS-POUILLY;201;R32
06_012;06;012;6240;BEAUSOLEIL;413;R32
06_033;06;033;6510;CARROS;131;R32
06_092;06;092;6440;PEILLON;447;R32
07_019;07;019;7200;AUBENAS;463;R32
07_042;07;042;7700;BOURG-SAINT-ANDEOL;1857;R32
07_304;07;304;7150;SALAVAS;191;R32
11_262;11;262;11100;NARBONNE;147;R32
11_266;11;266;11210;PORT-LA-NOUVELLE;555;R32
13_202;13;202;13002;MARSEILLE 2EME;119;R32
13_213;13;213;13013;MARSEILLE 13EME;332;R32
25_265;25;265;25870;GENEUILLE;15616;R32
26_058;26;058;26500;BOURG LES VALENCE;84;R32
26_281;26;281;26100;ROMANS-SUR-ISERE;125;R32
27_299;27;299;27930;GRAVIGNY;89;R32
28_134;28;134;28100;DREUX;845;R32
31_066;31;066;31660;BESSIERES;209;R32
31_113;31;113;31320;CASTANET TOLOSAN;141;R32
33_051;33;051;33380;BIGANOS;393;R32
33_081;33;081;33410;CADILLAC;80;R32
33_249;33;249;33310;LORMONT;120;R32
33_281;33;281;33700;MERIGNAC;186;R32
34_108;34;108;34110;FRONTIGNAN;1396;R32
38_186;38;186;38650;GRESSE-EN-VERCORS;378;R32
38_229;38;229;38240;MEYLAN;66;R32
38_249;38;249;38330;MONTBONNOT-SAINT-MARTIN;194;R32
39_470;39;470;39220;LES ROUSSES;318;R32
40_133;40;133;40530;LABENNE;637;R32
42_218;42;218;42000;SAINT-ETIENNE;107;R32
44_162;44;162;44800;ST-HERBLAIN;232;R32
45_258;45;258;45390;PUISEAUX;273;R32
49_347;49;347;49125;TIERCE;719;R32
53_062;53;062;53200;CHATEAU-GONTIER-SUR-MAYENNE;847;R32
53_073;53;073;53800;CONGRIER;298;R32
59_220;59;220;59155;FACHES THUMESNIL;1001;R32
59_350;59;350;59800;LILLE;640;R32
59_410;59;410;59370;MONS EN BAROEUL;272;R32
62_604;62;604;62152;NEUFCHATEL-HARDELOT;156;R32
66_004;66;004;66210;LES ANGLES;32;R32
69_078;69;078;69850;DUERNE;313;R32
69_081;69;081;69130;ECULLY;350;R32
69_143;69;143;69250;NEUVILLE SUR SAONE;86;R32
69_382;69;382;69002;LYON 2EME;71;R32
69_385;69;385;69005;LYON 5EME;192;R32
73_235;73;235;73130;SAINT FRANCOIS LONGCHAMP;950;R32
73_306;73;306;73450;VALLOIRE;372;R32
74_019;74;019;74370;ARGONAY;153;R32
74_056;74;056;74400;CHAMONIX MONT BLANC;84;R32
75_109;75;109;75009;PARIS 09;1518;R32
77_053;77;053;77170;BRIE COMTE ROBERT;2970;R32
78_190;78;190;78290;CROISSY SUR SEINE;1840;R32
78_362;78;362;78711;MANTES-LA-VILLE;615;R32
78_401;78;401;78250;MEULAN-EN-YVELINES;159;R32
83_019;83;019;83230;BORMES-LES-MIMOSAS;77;R32
83_130;83;130;83210;SOLLIES-PONT;134;R32
88_225;88;225;88220;HADOL;383;R32
91_201;91;201;91210;DRAVEIL;661;R32
93_007;93;007;93150;LE BLANC-MESNIL;302;R32
93_063;93;063;93230;ROMAINVILLE;660;R32
94_069;94;069;94410;ST MAURICE;80;R32
95_277;95;277;95500;GONESSE;201;R32
95_428;95;428;95160;MONTMORENCY;325;R32
01_143;01;143;1220;DIVONNE-LES-BAINS;122;R32
06_030;06;030;6110;LE CANNET;421;R32
06_044;06;044;6480;LA COLLE SUR LOUP;435;R32
06_094;06;094;6470;PEONE;1075;R32
06_155;06;155;6220;VALLAURIS;422;R32
06_161;06;161;6270;VILLENEUVE-LOUBET;2818;R32
10_387;10;387;10000;TROYES;1333;R32
11_144;11;144;11510;FITOU;563;R32
11_202;11;202;11370;LEUCATE;860;R32
11_379;11;379;11130;SIGEAN;1429;R32
13_215;13;215;13015;MARSEILLE 15EME;122;R32
18_279;18;279;18100;VIERZON;449;R32
29_019;29;019;29200;BREST;1703;R32
2A_041;2A;041;20169;BONIFACIO;222;R32
2A_070;2A;070;20111;CASAGLIONE;1399;R32
30_034;30;034;30127;BELLEGARDE;498;R32
33_009;33;009;33120;ARCACHON;1090;R32
33_080;33;080;33140;CADAUJAC;284;R32
33_096;33;096;33560;CARBON BLANC;478;R32
33_167;33;167;33270;FLOIRAC;164;R32
33_312;33;312;33290;PAREMPUYRE;519;R32
34_333;34;333;34110;VIC-LA-GARDIOLE;537;R32
35_032;35;032;35230;BOURGBARRE;113;R32
37_122;37;122;37300;JOUE LES TOURS;269;R32
40_192;40;192;40000;MONT-DE-MARSAN;172;R32
40_326;40;326;40560;VIELLE-ST-GIRONS;262;R32
44_069;44;069;44350;GUERANDE;699;R32
44_074;44;074;44610;INDRE;5309;R32
44_201;44;201;44240;SUCE-SUR-ERDRE;269;R32
45_285;45;285;45140;ST JEAN DE LA RUELLE;676;R32
49_015;49;015;49240;AVRILLE;56;R32
51_573;51;573;51430;TINQUEUX;119;R32
54_329;54;329;54300;LUNEVILLE;570;R32
56_083;56;083;56700;HENNEBONT;297;R32
56_107;56;107;56260;LARMOR-PLAGE;82;R32
56_121;56;121;56100;LORIENT;979;R32
59_009;59;009;59650;VILLENEUVE-D'ASCQ;242;R32
59_271;59;271;59760;GRANDE-SYNTHE;73;R32
59_367;59;367;59390;LYS LEZ LANNOY;336;R32
60_157;60;157;60600;CLERMONT;1321;R32
60_509;60;509;60700;PONT STE MAXENCE;2790;R32
60_684;60;684;60870;VILLERS ST PAUL;4723;R32
64_260;64;260;64700;HENDAYE;393;R32
69_096;69;096;69520;GRIGNY;263;R32
69_243;69;243;69170;TARARE;331;R32
69_278;69;278;69730;GENAY;134;R32
74_083;74;083;74920;COMBLOUX;162;R32
74_264;74;264;74950;SCIONZIER;179;R32
75_119;75;119;75019;PARIS 19;137;R32
77_169;77;169;77184;EMERAINVILLE;248;R32
77_326;77;326;77176;NANDY;206;R32
77_373;77;373;77340;PONTAULT COMBAULT;164;R32
77_438;77;438;77400;SAINT THIBAULT DES VIGNES;430;R32
77_445;77;445;77176;SAVIGNY-LE-TEMPLE;116;R32
77_468;77;468;77200;TORCY;227;R32
77_470;77;470;77220;TOURNAN-EN-BRIE;278;R32
77_514;77;514;77270;VILLEPARISIS;840;R32
78_015;78;015;78570;ANDRESY;107;R32
78_092;78;092;78380;BOUGIVAL;815;R32
78_172;78;172;78700;CONFLANS SAINTE HONORINE;430;R32
78_217;78;217;78680;EPONE;104;R32
78_466;78;466;78630;ORGEVAL;139;R32
78_490;78;490;78370;PLAISIR;76;R32
78_686;78;686;78220;VIROFLAY;1400;R32
81_004;81;004;81000;ALBI;392;R32
85_288;85;288;85440;TALMONT-SAINT-HILAIRE;194;R32
87_187;87;187;87500;ST YRIEIX LA PERCHE;79;R32
91_027;91;027;91200;ATHIS MONS;258;R32
91_085;91;085;91790;BOISSY-SOUS-SAINT-YON;1197;R32
91_228;91;228;91000;EVRY-COURCOURONNES;191;R32
91_272;91;272;91190;GIF SUR YVETTE;209;R32
91_363;91;363;91460;MARCOUSSIS;121;R32
91_549;91;549;91700;SAINTE-GENEVIEVE-DES-BOIS;288;R32
91_631;91;631;91480;VARENNES-JARCY;152;R32
91_691;91;691;91330;YERRES;125;R32
92_019;92;019;92290;CHATENAY-MALABRY;414;R32
92_020;92;020;92320;CHATILLON;837;R32
92_035;92;035;92250;LA GARENNE-COLOMBES;389;R32
92_049;92;049;92120;MONTROUGE;520;R32
93_008;93;008;93000;BOBIGNY;683;R32
93_031;93;031;93800;EPINAY SUR SEINE;269;R32
93_049;93;049;93360;NEUILLY-PLAISANCE;315;R32
93_066;93;066;93200;SAINT-DENIS;489;R32
93_074;93;074;93410;VAUJOURS;55;R32
94_015;94;015;94360;BRY-SUR-MARNE;523;R32
94_046;94;046;94700;MAISONS-ALFORT;158;R32
95_060;95;060;95550;BESSANCOURT;462;R32
95_127;95;127;95800;CERGY;230;R32
95_205;95;205;95440;ECOUEN;129;R32
95_491;95;491;95130;PLESSIS-BOUCHARD (LE);1183;R32
972_226;972;226;97227;SAINTE ANNE;829;R32
01_173;01;173;1170;GEX;95;R32
06_114;06;114;6730;SAINT-ANDRE DE LA ROCHE;153;R32
13_086;13;086;13360;ROQUEVAIRE;306;R32
14_225;14;225;14160;DIVES-SUR-MER;1004;R32
24_037;24;037;24100;BERGERAC;104;R32
2A_004;2A;004;20090;AJACCIO;70;R32
2A_139;2A;139;20137;LECCI;1263;R32
30_334;30;334;30700;UZES;630;R32
33_199;33;199;33470;GUJAN MESTRAS;2154;R32
33_236;33;236;33970;LEGE-CAP-FERRET;82;R32
35_093;35;093;35800;DINARD;157;R32
35_226;35;226;35720;PLEUGUENEUC;214;R32
37_195;37;195;37520;LA RICHE;294;R32
38_384;38;384;38590;SAINT-ETIENNE-DE-SAINT-GEOIRS;792;R32
38_485;38;485;38170;SEYSSINET-PARISET;511;R32
40_296;40;296;40510;SEIGNOSSE;1460;R32
41_018;41;018;41000;BLOIS;1684;R32
42_299;42;299;42600;SAVIGNEUX;134;R32
44_047;44;047;44220;COUERON;826;R32
50_197;50;197;50450;GAVRAY-SUR-SIENNE;173;R32
56_007;56;007;56400;AURAY;196;R32
59_139;59;139;59540;CAUDRY;1085;R32
59_178;59;178;59500;DOUAI;138;R32
59_250;59;250;59134;FOURNES-EN-WEPPES;133;R32
60_175;60;175;60100;CREIL;199;R32
60_414;60;414;60160;MONTATAIRE;1725;R32
60_612;60;612;60300;SENLIS;85;R32
66_003;66;003;66110;AMELIE LES BAINS;197;R32
69_088;69;088;69270;FONTAINES SUR SAONE;475;R32
69_163;69;163;69650;QUINCIEUX;20;R32
73_008;73;008;73100;AIX LES BAINS;365;R32
